"MIRCCO_AREA","Région","MIRCCO_SECTOR","Secteur","MIRCCO_INSTRUMENT","Instrument","MIRCCO_MATURITY","Maturité","FREQUENCY","Fréquence","TIME","Temps","Value","Flag Codes","Flags"
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-08","2011M8",2.32,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-09","2011M9",2.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-06","2012M6",1.76,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-07","2012M7",1.58,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-08","2012M8",1.68,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-09","2012M9",1.76,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-07","2013M7",1.73,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-08","2013M8",1.79,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-09","2013M9",1.85,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-10","2013M10",1.86,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-08","2014M8",1.71,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-09","2014M9",1.68,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-10","2014M10",1.62,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-11","2014M11",1.66,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-08","2015M8",1.54,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-09","2015M9",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-10","2015M10",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-11","2015M11",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-12","2015M12",1.55,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-09","2016M9",1.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-10","2016M10",1.46,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-11","2016M11",1.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-12","2016M12",1.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-10","2017M10",1.41,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-11","2017M11",1.32,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-12","2017M12",1.36,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-01","2009M1",3.18,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-02","2009M2",2.82,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-03","2009M3",2.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-12","2009M12",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-01","2010M1",1.56,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-02","2010M2",1.54,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-03","2010M3",1.65,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-04","2010M4",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-01","2011M1",2,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-02","2011M2",2.01,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-03","2011M3",2.03,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-04","2011M4",2.16,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-02","2012M2",1.82,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-03","2012M3",1.83,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-04","2012M4",1.73,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-05","2012M5",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-03","2013M3",1.71,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-04","2013M4",1.71,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-05","2013M5",1.69,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-06","2013M6",1.74,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-03","2014M3",1.89,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-04","2014M4",1.88,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-05","2014M5",1.88,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-06","2014M6",1.76,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-07","2014M7",1.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-04","2015M4",1.57,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-05","2015M5",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-06","2015M6",1.62,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-07","2015M7",1.64,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-05","2016M5",1.46,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-06","2016M6",1.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-05","2017M5",1.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-02","2018M2",1.36,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-03","2018M3",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-04","2018M4",1.36,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-05","2018M5",1.31,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-03","2019M3",1.31,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-04","2019M4",1.26,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-05","2019M5",1.3,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-06","2019M6",1.32,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-04","2020M4",1.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-05","2020M5",1.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-06","2020M6",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-07","2020M7",1.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-04","2021M4",1.43,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-05","2021M5",1.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-06","2021M6",1.41,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-07","2021M7",1.45,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-08","2021M8",1.48,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-05","2022M5",1.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-06","2022M6",1.45,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-07","2022M7",1.48,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-08","2022M8",1.61,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-01","2018M1",1.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-11","2018M11",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-12","2018M12",1.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-01","2019M1",1.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-02","2019M2",1.37,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-11","2019M11",1.31,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-12","2019M12",1.36,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-01","2020M1",1.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-02","2020M2",1.46,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-03","2020M3",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-12","2020M12",1.37,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-01","2021M1",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-02","2021M2",1.5,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-03","2021M3",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-01","2022M1",1.41,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-02","2022M2",1.43,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-03","2022M3",1.46,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2022-04","2022M4",1.35,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-07","2016M7",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-08","2016M8",1.45,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-06","2017M6",1.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-07","2017M7",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-08","2017M8",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-09","2017M9",1.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-06","2018M6",1.33,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-07","2018M7",1.31,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-08","2018M8",1.37,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-09","2018M9",1.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-10","2018M10",1.31,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-07","2019M7",1.2,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-08","2019M8",1.31,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-09","2019M9",1.31,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-10","2019M10",1.29,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-08","2020M8",1.43,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-09","2020M9",1.41,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-10","2020M10",1.41,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-11","2020M11",1.37,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-09","2021M9",1.48,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-10","2021M10",1.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-11","2021M11",1.44,,
"BE","Belgique","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-12","2021M12",1.37,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-04","2009M4",3.8,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-05","2009M5",3.74,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-06","2009M6",3.68,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-08","2009M8",3.56,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-09","2009M9",3.56,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-10","2009M10",3.51,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-11","2009M11",3.54,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-09","2010M9",3.05,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-10","2010M10",3.12,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-11","2010M11",3.16,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-12","2010M12",3.19,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-10","2011M10",3.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-11","2011M11",3.35,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-12","2011M12",3.29,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-01","2012M1",3.21,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-10","2012M10",2.98,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-11","2012M11",2.97,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-12","2012M12",2.92,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-01","2013M1",2.95,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-02","2013M2",3.01,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-11","2013M11",3.02,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-12","2013M12",2.93,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-01","2014M1",2.83,,
