"MIRCCO_AREA","Région","MIRCCO_SECTOR","Secteur","MIRCCO_INSTRUMENT","Instrument","MIRCCO_MATURITY","Maturité","FREQUENCY","Fréquence","TIME","Temps","Value","Flag Codes","Flags"
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-04","2015M4",2.24,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-05","2015M5",2.18,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-06","2015M6",2.32,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-07","2015M7",2.27,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2016-05","2016M5",1.83,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2016-06","2016M6",1.8,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2017-05","2017M5",1.8,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-02","2018M2",1.8,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-03","2018M3",1.85,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-04","2018M4",1.79,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-05","2018M5",1.81,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-03","2019M3",1.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-04","2019M4",1.71,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-05","2019M5",1.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-06","2019M6",1.69,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-04","2020M4",1.66,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-05","2020M5",1.6,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-06","2020M6",1.55,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-07","2020M7",1.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-04","2021M4",1.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-05","2021M5",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-06","2021M6",1.43,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-07","2021M7",1.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-08","2021M8",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-05","2022M5",2.06,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-06","2022M6",2.32,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-07","2022M7",2.53,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-08","2022M8",2.65,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-01","2018M1",1.76,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-11","2018M11",1.81,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-12","2018M12",1.8,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-01","2019M1",1.76,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-02","2019M2",1.77,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-11","2019M11",1.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-12","2019M12",1.48,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-01","2020M1",1.49,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-02","2020M2",1.49,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-03","2020M3",1.53,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-12","2020M12",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-01","2021M1",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-02","2021M2",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-03","2021M3",1.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-01","2022M1",1.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-02","2022M2",1.48,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-03","2022M3",1.6,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2022-04","2022M4",1.79,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2016-07","2016M7",1.75,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2016-08","2016M8",1.74,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2017-06","2017M6",1.81,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2017-07","2017M7",1.84,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2017-08","2017M8",1.84,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2017-09","2017M9",1.84,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-06","2018M6",1.78,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-07","2018M7",1.75,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-08","2018M8",1.75,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-09","2018M9",1.75,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2018-10","2018M10",1.77,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-07","2019M7",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-08","2019M8",1.53,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-09","2019M9",1.53,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2019-10","2019M10",1.46,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-08","2020M8",1.52,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-09","2020M9",1.5,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-10","2020M10",1.55,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2020-11","2020M11",1.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-09","2021M9",1.35,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-10","2021M10",1.39,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-11","2021M11",1.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2021-12","2021M12",1.41,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-04","2009M4",5,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-05","2009M5",4.99,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-06","2009M6",4.85,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-08","2009M8",4.67,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-09","2009M9",4.53,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-10","2009M10",4.49,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-11","2009M11",4.49,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-09","2010M9",4.09,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-10","2010M10",4.15,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-11","2010M11",4.25,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-12","2010M12",4.17,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-10","2011M10",4.6,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-11","2011M11",4.7,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-12","2011M12",4.63,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-01","2012M1",4.55,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-10","2012M10",4.06,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-11","2012M11",4.02,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-12","2012M12",3.98,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-01","2013M1",3.86,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-02","2013M2",3.94,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-11","2013M11",4.03,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-12","2013M12",3.87,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-01","2014M1",3.81,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-02","2014M2",3.93,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-12","2014M12",3.15,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-01","2015M1",3.14,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-02","2015M2",3.13,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-03","2015M3",3.06,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-01","2016M1",2.82,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-02","2016M2",2.77,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-03","2016M3",2.64,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-04","2016M4",2.59,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-01","2017M1",2.39,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-02","2017M2",2.41,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-03","2017M3",2.38,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-04","2017M4",2.34,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-07","2009M7",4.78,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-05","2010M5",4.12,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-06","2010M6",4.09,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-07","2010M7",4.22,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-08","2010M8",4.14,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-05","2011M5",4.69,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-06","2011M6",4.62,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-07","2011M7",4.71,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-08","2011M8",4.65,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-09","2011M9",4.56,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-06","2012M6",4.43,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-07","2012M7",4.33,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-08","2012M8",4.15,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-09","2012M9",4.1,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-07","2013M7",3.9,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-08","2013M8",3.93,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-09","2013M9",3.97,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-10","2013M10",3.96,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-08","2014M8",3.55,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-09","2014M9",3.5,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-10","2014M10",3.43,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-11","2014M11",3.37,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-08","2015M8",3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-09","2015M9",2.93,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-10","2015M10",2.89,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-11","2015M11",2.85,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-12","2015M12",2.76,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-09","2016M9",2.4,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-10","2016M10",2.36,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-11","2016M11",2.35,,
